,id,host_is_superhost,host_response_rate,host_response_time,host_listings_count,host_identity_verified,accommodates,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,price
344,1472532,f,0.94,within an hour,6,t,3,Downtown,Apartment,Entire home/apt,47.61242487,-122.3437826,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Children’s books and toys"",""Hot water"",""Long term stays allowed"",""Paid parking on premises""}",35,1,1125,t,strict_14_with_grace_period,80
6483,24761360,t,1,within an hour,131,f,2,Cascade,Serviced apartment,Entire home/apt,47.62282455,-122.3336153,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",75,2,1125,t,flexible,450
5416,22013323,t,1,within an hour,2,t,7,Central Area,House,Entire home/apt,47.6049362,-122.3111615,6,2,3,3,Real Bed,"{Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""High chair"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",125,2,1125,t,moderate,250
4407,19556703,f,1,within an hour,1,f,7,Other neighborhoods,House,Entire home/apt,47.66699714,-122.2865508,6,2,3,4,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",170,2,1125,t,moderate,195
7892,29886888,t,1,within an hour,1,t,4,Magnolia,Guest suite,Entire home/apt,47.64078457,-122.4003554,4,1,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Breakfast,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",Bathtub,""Baby bath"",""Changing table"",""High chair"",""Stair gates"",""Children’s books and toys"",""Fireplace guards"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",60,2,1125,f,flexible,125
7564,28610416,f,1,within an hour,1,f,6,Seward Park,Guest suite,Entire home/apt,47.5645709,-122.2704434,4,1,2,3,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront}",75,1,7,t,moderate,200
3960,18137986,f,0.6,within a day,1,f,1,Cascade,Townhouse,Private room,47.64121475,-122.3280103,1,1,1,1,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Private entrance"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi""}",50,5,120,f,flexible,50
3474,16191388,t,1,within an hour,4,t,2,Capitol Hill,Apartment,Entire home/apt,47.61833681,-122.3145291,2,1,0,1,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox}",125,7,1125,t,strict_14_with_grace_period,100
4511,19786043,f,0.99,within an hour,81,f,6,Downtown,Townhouse,Entire home/apt,47.60967184,-122.3395673,6,2,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,Doorman,Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace""}",180,1,365,t,super_strict_30,263
4737,20390399,f,1,within an hour,161,f,6,Other neighborhoods,House,Entire home/apt,47.6640998,-122.3593477,6,2,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",303,2,1125,t,super_strict_30,152
973,5031383,f,1,within an hour,4,t,1,Downtown,Other,Shared room,47.59931294,-122.3283182,1,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Breakfast,Elevator,""Buzzer/wireless intercom"",""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher""}",10,1,1125,t,moderate,55
7438,28274802,f,1,within an hour,2,t,2,Northgate,Guesthouse,Entire home/apt,47.7305158,-122.342869,3,1,0,2,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",40,3,120,f,moderate,89
6767,25784064,t,1,within an hour,1,t,2,Beacon Hill,House,Private room,47.5511248,-122.3120889,2,1,1,1,Real Bed,"{TV,Wifi,""Pets live on this property"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Hot water""}",10,2,1125,f,moderate,58
6273,24132620,f,0.99,within an hour,152,f,2,Downtown,Apartment,Entire home/apt,47.6079613,-122.3281268,1,1,0,1,Real Bed,"{TV,Wifi,Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",75,6,1125,f,strict_14_with_grace_period,90
6053,23564557,f,0.9,within an hour,5,f,10,Magnolia,House,Entire home/apt,47.6464602,-122.3978674,10,2.5,4,5,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",""Indoor fireplace"",Heating,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway""}",50,2,1125,t,moderate,399
4274,19102493,f,0.99,within an hour,152,f,2,Downtown,Apartment,Entire home/apt,47.60771305,-122.3283018,1,1,0,1,Real Bed,"{TV,Wifi,Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",75,3,1125,t,strict_14_with_grace_period,230
8092,30675870,t,1,within an hour,786,t,4,Capitol Hill,Apartment,Entire home/apt,47.61951712,-122.317034,1,1,2,2,Real Bed,"{TV,Internet,Wifi,Kitchen,""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",190,30,1125,f,strict,121
6935,26335553,f,1,within an hour,123,f,1,Capitol Hill,House,Shared room,47.64194121,-122.3021773,1,1,1,1,Real Bed,"{Wifi,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron}",15,1,21,t,strict_14_with_grace_period,30
1892,9352536,f,1,within a few hours,1,f,1,Queen Anne,House,Private room,47.62579435,-122.3607572,1,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Host greets you"",""Paid parking on premises""}",75,30,1125,f,moderate,38
7648,28988803,f,1,within an hour,1,f,2,Ballard,Townhouse,Private room,47.67296426,-122.3773856,1,1,1,2,Real Bed,"{TV,Wifi,""Free parking on premises"",""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware""}",0,1,1125,t,moderate,50
3145,14798173,t,1,within an hour,1,t,2,Beacon Hill,Townhouse,Private room,47.58728837,-122.3154719,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Keypad,Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",""Handheld shower head"",""Full kitchen""}",50,1,14,t,moderate,71
4688,20266823,f,1,within an hour,2,t,4,Downtown,Apartment,Entire home/apt,47.60689885,-122.3389573,3,1,2,1,Real Bed,"{TV,Wifi,Pool,Kitchen,""Paid parking off premises"",Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private living room"",""Children’s books and toys"",""Children’s dinnerware"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",Other,Waterfront,""Paid parking on premises""}",0,2,1125,f,moderate,170
1480,7550234,f,1,within an hour,123,f,2,University District,House,Private room,47.66871493,-122.3163162,1,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad}",20,1,21,t,strict_14_with_grace_period,70
5358,21815865,f,1,within an hour,123,f,2,Central Area,Apartment,Entire home/apt,47.61517408,-122.3111268,1,1,0,1,Real Bed,"{TV,Wifi,Kitchen,Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",40,1,21,t,strict_14_with_grace_period,110
7030,26756649,t,1,within an hour,4,f,6,Queen Anne,Townhouse,Entire home/apt,47.62886915,-122.3609191,6,3.5,3,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Stair gates"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Wide clearance to bed"",""Host greets you"",""Full kitchen""}",400,2,180,f,moderate,615
115,340738,t,1,within an hour,2,t,2,Capitol Hill,Apartment,Entire home/apt,47.62344283,-122.3065869,1,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,""Hair dryer"",""Hot water"",Other}",300,30,1825,f,strict_14_with_grace_period,195
2418,12423091,t,1,within an hour,1,t,6,Other neighborhoods,House,Entire home/apt,47.67917566,-122.3469419,2,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Outlet covers"",""Stair gates"",""Children’s books and toys"",""Fireplace guards"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Lake access""}",150,3,364,t,moderate,251
7359,27929606,t,1,within an hour,1,f,3,Ballard,Guest suite,Entire home/apt,47.68159653,-122.3733881,2,0.5,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Luggage dropoff allowed""}",40,1,1125,t,flexible,80
3786,17533427,f,1,within a few hours,1,t,5,Northgate,Townhouse,Entire home/apt,47.70600401,-122.3414387,1,1,2,2,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Self check-in"",Lockbox}",35,3,1125,t,moderate,95
7186,27310651,f,1,within an hour,123,f,1,Capitol Hill,House,Shared room,47.64382037,-122.304435,1,1,1,1,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron}",15,1,21,t,strict_14_with_grace_period,30
6441,24700035,f,0.99,within an hour,152,f,2,Downtown,Apartment,Entire home/apt,47.61038562,-122.3291009,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Elevator,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",79,3,1125,t,strict_14_with_grace_period,179
7927,30015234,f,1,within an hour,1,t,8,Queen Anne,House,Entire home/apt,47.63185693,-122.3687308,1,3,4,5,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance""}",250,3,1125,f,strict_14_with_grace_period,650
1989,9887142,t,0.7,within a day,1,t,4,Other neighborhoods,Apartment,Entire home/apt,47.68456574,-122.2984181,2,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",30,2,1125,f,flexible,88
